Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Curtice Advani,Spicy Special Slims,New Zealand,16-Jan-24,5051.25,337,Delivered
Oby Sorrel,Choco Coated Almonds,UK,16-Jan-24,2522.25,253,Delivered
Husein Augar,99% Dark & Pure,India,16-Jan-24,2511,126,Delivered
Andria Kimpton,Smooth Silky Salty,USA,16-Jan-24,6237,891,Delivered
Madelene Upcott,Organic Choco Syrup,India,16-Jan-24,13630.5,682,Delivered
Gigi Bohling,Manuka Honey Choco,New Zealand,17-Jan-24,1392.75,64,Delivered
Brien Boise,Eclairs,Canada,17-Jan-24,4848.75,211,Delivered
Brien Boise,Eclairs,USA,17-Jan-24,6302.25,275,Delivered
Dotty Strutley,Organic Choco Syrup,Australia,17-Jan-24,5625,313,Delivered
Brien Boise,99% Dark & Pure,Australia,17-Jan-24,3703.5,186,Delivered
Van Tuxwell,Mint Chip Choco,Australia,17-Jan-24,1471.5,164,Delivered
Kelci Walkden,50% Dark Bites,Canada,17-Jan-24,2007,106,Delivered
Madelene Upcott,Baker's Choco Chips,Australia,18-Jan-24,11076.75,583,Delivered
Brien Boise,Choco Coated Almonds,UK,18-Jan-24,6147,513,Delivered
Andria Kimpton,Fruit & Nut Bars,India,18-Jan-24,7071.75,253,Delivered
Wilone O'Kielt,Baker's Choco Chips,UK,18-Jan-24,8343,418,Delivered
Kelci Walkden,Eclairs,USA,18-Jan-24,4801.5,209,Delivered
Beverie Moffet,50% Dark Bites,USA,18-Jan-24,328.5,20,Delivered
Van Tuxwell,After Nines,UK,18-Jan-24,6464.25,431,Delivered
Gigi Bohling,Peanut Butter Cubes,UK,18-Jan-24,8986.5,409,Delivered
Madelene Upcott,Spicy Special Slims,New Zealand,18-Jan-24,8019,446,Delivered
Oby Sorrel,Choco Coated Almonds,India,18-Jan-24,6401.25,458,Delivered
Beverie Moffet,Drinking Coco,India,18-Jan-24,4923,493,Delivered
Husein Augar,Baker's Choco Chips,India,19-Jan-24,12017.25,601,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,19-Jan-24,5499,611,Delivered
Madelene Upcott,Mint Chip Choco,Canada,19-Jan-24,571.5,41,Cancelled
Van Tuxwell,85% Dark Bars,UK,19-Jan-24,4583.25,191,Delivered
Beverie Moffet,85% Dark Bars,UK,19-Jan-24,2270.25,95,Delivered
Beverie Moffet,Peanut Butter Cubes,UK,19-Jan-24,7155,358,Delivered
Jehu Rudeforth,White Choc,Canada,19-Jan-24,409.5,17,Delivered
Jehu Rudeforth,Eclairs,UK,19-Jan-24,6018.75,262,Delivered
Marney O'Breen,85% Dark Bars,New Zealand,19-Jan-24,6905.25,314,Delivered
Camilla Castle,Smooth Silky Salty,New Zealand,19-Jan-24,1986.75,284,Cancelled
Barr Faughny,Choco Coated Almonds,USA,19-Jan-24,5811.75,448,Delivered
Dotty Strutley,Drinking Coco,Australia,19-Jan-24,4884.75,489,Delivered
Dennison Crosswaite,Organic Choco Syrup,UK,22-Jan-24,4785.75,218,Delivered
Rafaelita Blaksland,Baker's Choco Chips,Australia,22-Jan-24,9951.75,664,Delivered
Husein Augar,70% Dark Bites,UK,22-Jan-24,618.75,33,Delivered
Dotty Strutley,70% Dark Bites,USA,22-Jan-24,3125.25,209,Delivered
Husein Augar,70% Dark Bites,India,22-Jan-24,3138.75,210,Delivered
Marney O'Breen,50% Dark Bites,India,22-Jan-24,5438.25,303,Delivered
Beverie Moffet,Spicy Special Slims,Canada,22-Jan-24,7148.25,358,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,22-Jan-24,4783.5,218,Delivered
Kaine Padly,Mint Chip Choco,UK,22-Jan-24,148.5,15,Delivered
Kelci Walkden,Orange Choco,UK,22-Jan-24,209.25,30,Delivered
Beverie Moffet,Organic Choco Syrup,Australia,22-Jan-24,4430.25,193,Delivered
Barr Faughny,85% Dark Bars,USA,22-Jan-24,1919.25,80,Cancelled
Gunar Cockshoot,Choco Coated Almonds,USA,22-Jan-24,10656,820,Delivered
Rafaelita Blaksland,Fruit & Nut Bars,Australia,23-Jan-24,1953,85,Cancelled
Jan Morforth,Choco Coated Almonds,India,23-Jan-24,5150.25,430,Delivered
Dotty Strutley,Raspberry Choco,Canada,23-Jan-24,13754.25,2293,Delivered
Kelci Walkden,70% Dark Bites,Canada,23-Jan-24,9011.25,601,Delivered
Roddy Speechley,Drinking Coco,USA,23-Jan-24,5490,549,Delivered
Camilla Castle,Baker's Choco Chips,India,23-Jan-24,15117.75,890,Delivered
Madelene Upcott,99% Dark & Pure,Australia,23-Jan-24,801,39,Delivered
Karlen McCaffrey,Drinking Coco,USA,23-Jan-24,4995,385,Delivered
Oby Sorrel,Raspberry Choco,USA,23-Jan-24,19410.75,2773,Delivered
Marney O'Breen,Baker's Choco Chips,UK,24-Jan-24,1559.25,92,Delivered
Karlen McCaffrey,Eclairs,UK,24-Jan-24,6216.75,297,Delivered
Madelene Upcott,Raspberry Choco,India,24-Jan-24,5179.5,1036,Delivered
Husein Augar,Orange Choco,USA,24-Jan-24,2227.5,279,Delivered
Jehu Rudeforth,Eclairs,UK,24-Jan-24,6543,364,Delivered
Brien Boise,99% Dark & Pure,UK,24-Jan-24,1680.75,85,Delivered
Barr Faughny,Smooth Silky Salty,UK,24-Jan-24,9798.75,1400,Delivered
Ches Bonnell,Peanut Butter Cubes,UK,25-Jan-24,8988.75,375,Delivered
Andria Kimpton,Choco Coated Almonds,India,25-Jan-24,4320,360,Delivered
Husein Augar,White Choc,India,25-Jan-24,3597.75,172,Delivered
Barr Faughny,Manuka Honey Choco,UK,25-Jan-24,9506.25,453,Delivered
Van Tuxwell,Baker's Choco Chips,India,25-Jan-24,3762,222,Delivered
Gigi Bohling,Orange Choco,UK,25-Jan-24,9243,925,Delivered
Gigi Bohling,Caramel Stuffed Bars,UK,25-Jan-24,12060,635,Delivered
Mallorie Waber,Drinking Coco,New Zealand,25-Jan-24,5240.25,525,Delivered
Jan Morforth,Mint Chip Choco,Canada,25-Jan-24,5618.25,433,Delivered
Marney O'Breen,Fruit & Nut Bars,India,25-Jan-24,9578.25,369,Delivered
Gunar Cockshoot,Smooth Silky Salty,UK,25-Jan-24,7011,702,Delivered
Brien Boise,Smooth Silky Salty,USA,25-Jan-24,1084.5,155,Delivered
Roddy Speechley,Baker's Choco Chips,Australia,25-Jan-24,4135.5,259,Delivered
Ches Bonnell,99% Dark & Pure,UK,26-Jan-24,7886.25,416,Delivered
Rafaelita Blaksland,Raspberry Choco,UK,26-Jan-24,5073.75,508,Delivered
Jan Morforth,Fruit & Nut Bars,New Zealand,26-Jan-24,4230,152,Delivered
Curtice Advani,Baker's Choco Chips,Canada,26-Jan-24,5580,294,Delivered
Jehu Rudeforth,Spicy Special Slims,USA,26-Jan-24,8678.25,483,Delivered
Curtice Advani,99% Dark & Pure,UK,26-Jan-24,6115.5,322,Delivered
Husein Augar,50% Dark Bites,UK,26-Jan-24,2675.25,158,Delivered
Roddy Speechley,Milk Bars,India,26-Jan-24,3305.25,195,Delivered
Oby Sorrel,Manuka Honey Choco,India,26-Jan-24,5082.75,221,Delivered
Van Tuxwell,Mint Chip Choco,India,26-Jan-24,3811.5,347,Delivered
Husein Augar,Peanut Butter Cubes,India,26-Jan-24,4095,195,Delivered
Madelene Upcott,Peanut Butter Cubes,India,26-Jan-24,9348.75,493,Cancelled
Jehu Rudeforth,Mint Chip Choco,UK,26-Jan-24,8147.25,582,Delivered
Madelene Upcott,Baker's Choco Chips,Canada,26-Jan-24,3089.25,194,Cancelled
Oby Sorrel,Choco Coated Almonds,Canada,26-Jan-24,11040.75,789,Delivered
Dotty Strutley,Mint Chip Choco,Australia,26-Jan-24,3163.5,352,Delivered
Andria Kimpton,Fruit & Nut Bars,UK,29-Jan-24,7517.25,327,Delivered
Andria Kimpton,Choco Coated Almonds,USA,29-Jan-24,245.25,21,Delivered
Curtice Advani,Orange Choco,USA,29-Jan-24,7589.25,949,Delivered
Oby Sorrel,Mint Chip Choco,UK,29-Jan-24,3485.25,317,Delivered
Barr Faughny,Orange Choco,India,29-Jan-24,9463.5,947,Delivered
Beverie Moffet,Mint Chip Choco,India,29-Jan-24,785.25,66,Delivered
Dotty Strutley,70% Dark Bites,USA,29-Jan-24,1764,104,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,29-Jan-24,6079.5,320,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,29-Jan-24,12564,484,Delivered
Andria Kimpton,Eclairs,UK,29-Jan-24,1923.75,92,Delivered
Dotty Strutley,Manuka Honey Choco,USA,29-Jan-24,2308.5,129,Delivered
Wilone O'Kielt,Eclairs,New Zealand,30-Jan-24,5622.75,313,Delivered
Madelene Upcott,Drinking Coco,USA,30-Jan-24,6207.75,518,Delivered
Curtice Advani,Baker's Choco Chips,UK,30-Jan-24,4621.5,244,Delivered
Andria Kimpton,Smooth Silky Salty,Canada,30-Jan-24,9058.5,1133,Delivered
Wilone O'Kielt,Caramel Stuffed Bars,Australia,30-Jan-24,9441,556,Delivered
Curtice Advani,Manuka Honey Choco,India,30-Jan-24,2292.75,128,Delivered
Mallorie Waber,Spicy Special Slims,Canada,30-Jan-24,15356.25,960,Delivered
Dennison Crosswaite,Drinking Coco,Canada,30-Jan-24,5658.75,515,Delivered
Husein Augar,Eclairs,India,30-Jan-24,4124.25,218,Delivered
Marney O'Breen,Drinking Coco,India,30-Jan-24,5690.25,712,Delivered
Andria Kimpton,50% Dark Bites,UK,30-Jan-24,2520,115,Delivered
Madelene Upcott,Baker's Choco Chips,UK,30-Jan-24,2646,147,Delivered
Ches Bonnell,Mint Chip Choco,India,30-Jan-24,6477.75,720,Delivered
Kelci Walkden,70% Dark Bites,UK,30-Jan-24,7116.75,396,Delivered
Gigi Bohling,Fruit & Nut Bars,India,30-Jan-24,8820,384,Delivered
Brien Boise,99% Dark & Pure,USA,30-Jan-24,3894.75,163,Delivered
Brien Boise,Choco Coated Almonds,USA,30-Jan-24,4848.75,485,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,30-Jan-24,5224.5,262,Delivered
Madelene Upcott,50% Dark Bites,New Zealand,30-Jan-24,369,21,Delivered
Barr Faughny,Organic Choco Syrup,UK,31-Jan-24,4378.5,200,Delivered
Madelene Upcott,Peanut Butter Cubes,Australia,31-Jan-24,8484.75,386,Delivered
Husein Augar,Raspberry Choco,New Zealand,31-Jan-24,1327.5,166,Delivered
Rafaelita Blaksland,50% Dark Bites,UK,31-Jan-24,8644.5,393,Cancelled
Gigi Bohling,Eclairs,UK,31-Jan-24,4533.75,252,Delivered
Dotty Strutley,50% Dark Bites,India,31-Jan-24,1707.75,82,Delivered
Wilone O'Kielt,Raspberry Choco,India,31-Jan-24,2877.75,320,Delivered
Curtice Advani,Spicy Special Slims,New Zealand,31-Jan-24,609.75,34,Delivered
Curtice Advani,Baker's Choco Chips,Canada,31-Jan-24,11693.25,780,Delivered
Roddy Speechley,Drinking Coco,India,31-Jan-24,5361.75,596,Delivered
Marney O'Breen,85% Dark Bars,Canada,31-Jan-24,1228.5,52,Delivered
Andria Kimpton,70% Dark Bites,UK,01-Feb-24,9812.25,546,Delivered
Wilone O'Kielt,70% Dark Bites,New Zealand,01-Feb-24,5679,335,Delivered
Curtice Advani,Choco Coated Almonds,UK,01-Feb-24,1827,131,Delivered
Ches Bonnell,Mint Chip Choco,India,01-Feb-24,2148.75,239,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,01-Feb-24,5373,224,Delivered
Dotty Strutley,Manuka Honey Choco,USA,01-Feb-24,10998,611,Delivered
Jehu Rudeforth,Spicy Special Slims,USA,01-Feb-24,1820.25,96,Delivered
Barr Faughny,Fruit & Nut Bars,USA,02-Feb-24,2740.5,120,Delivered
Curtice Advani,White Choc,USA,02-Feb-24,6306.75,275,Delivered
Husein Augar,Smooth Silky Salty,Australia,02-Feb-24,6624,828,Delivered
Ches Bonnell,Choco Coated Almonds,UK,02-Feb-24,121.5,10,Delivered
Gigi Bohling,Choco Coated Almonds,USA,02-Feb-24,2493,208,Delivered
Gigi Bohling,70% Dark Bites,Australia,02-Feb-24,1215,68,Delivered
Marney O'Breen,Drinking Coco,India,02-Feb-24,5944.5,541,Delivered
Andria Kimpton,Drinking Coco,Australia,02-Feb-24,5361.75,447,Delivered
Dennison Crosswaite,Drinking Coco,Canada,02-Feb-24,5339.25,594,Delivered
Brien Boise,50% Dark Bites,India,02-Feb-24,3714.75,196,Delivered
Gigi Bohling,Drinking Coco,India,02-Feb-24,5420.25,543,Delivered
Beverie Moffet,Manuka Honey Choco,Australia,02-Feb-24,6099.75,339,Delivered
Madelene Upcott,Smooth Silky Salty,USA,02-Feb-24,3870,553,Delivered
Curtice Advani,Spicy Special Slims,India,02-Feb-24,1012.5,57,Cancelled
Kelci Walkden,Eclairs,USA,05-Feb-24,5469.75,238,Delivered
Gigi Bohling,Choco Coated Almonds,Australia,05-Feb-24,3501,292,Delivered
Husein Augar,85% Dark Bars,UK,05-Feb-24,4333.5,174,Delivered
Kelci Walkden,Orange Choco,India,05-Feb-24,8367.75,1395,Delivered
Gunar Cockshoot,Eclairs,USA,05-Feb-24,3885.75,169,Delivered
Dotty Strutley,Mint Chip Choco,India,05-Feb-24,7479,831,Delivered
Brien Boise,70% Dark Bites,Canada,05-Feb-24,8439.75,445,Delivered
Husein Augar,After Nines,UK,05-Feb-24,4412.25,295,Delivered
Madelene Upcott,85% Dark Bars,India,05-Feb-24,12060,525,Delivered
Brien Boise,Choco Coated Almonds,UK,05-Feb-24,3478.5,232,Delivered
Gigi Bohling,Peanut Butter Cubes,New Zealand,05-Feb-24,4596.75,230,Delivered
Barr Faughny,Drinking Coco,Canada,05-Feb-24,5274,480,Delivered
Brien Boise,50% Dark Bites,USA,05-Feb-24,2859.75,130,Cancelled
Kelci Walkden,Raspberry Choco,Canada,05-Feb-24,12213,2036,Delivered
Jehu Rudeforth,99% Dark & Pure,UK,05-Feb-24,6635.25,350,Delivered
Van Tuxwell,Drinking Coco,UK,05-Feb-24,4779,399,Delivered
Oby Sorrel,50% Dark Bites,Australia,05-Feb-24,744.75,42,Delivered
Dennison Crosswaite,Choco Coated Almonds,Australia,06-Feb-24,1152,77,Delivered
Dotty Strutley,Eclairs,UK,06-Feb-24,580.5,31,Delivered
Dotty Strutley,Peanut Butter Cubes,India,06-Feb-24,7681.5,334,Delivered
Husein Augar,Eclairs,USA,07-Feb-24,10896.75,519,Delivered
Andria Kimpton,Baker's Choco Chips,India,07-Feb-24,1156.5,69,Delivered
Ches Bonnell,Baker's Choco Chips,Australia,07-Feb-24,616.5,42,Delivered
Jehu Rudeforth,Drinking Coco,India,07-Feb-24,4875.75,407,Delivered
Madelene Upcott,Baker's Choco Chips,UK,07-Feb-24,5366.25,269,Delivered
Madelene Upcott,Mint Chip Choco,USA,07-Feb-24,3145.5,350,Delivered
Beverie Moffet,50% Dark Bites,USA,07-Feb-24,5015.25,251,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,07-Feb-24,3078,237,Delivered
Husein Augar,Eclairs,India,07-Feb-24,967.5,44,Delivered
Jehu Rudeforth,Baker's Choco Chips,Canada,07-Feb-24,1089,69,Delivered
Barr Faughny,Drinking Coco,Australia,07-Feb-24,5098.5,393,Delivered
Karlen McCaffrey,70% Dark Bites,Canada,07-Feb-24,3908.25,218,Delivered
Ches Bonnell,Orange Choco,India,07-Feb-24,11187,1017,Delivered
Barr Faughny,Almond Choco,USA,07-Feb-24,5915.25,740,Delivered
Karlen McCaffrey,Eclairs,Canada,07-Feb-24,4200.75,234,Delivered
Marney O'Breen,Drinking Coco,India,07-Feb-24,5670,709,Delivered
Marney O'Breen,Baker's Choco Chips,UK,07-Feb-24,40.5,3,Delivered
Husein Augar,Eclairs,India,07-Feb-24,5595.75,280,Delivered
Beverie Moffet,Fruit & Nut Bars,Australia,07-Feb-24,2828.25,105,Delivered
Barr Faughny,50% Dark Bites,New Zealand,07-Feb-24,528.75,25,Delivered
Dennison Crosswaite,Raspberry Choco,India,07-Feb-24,2907,364,Delivered
Rafaelita Blaksland,Mint Chip Choco,UK,07-Feb-24,733.5,57,Delivered
Kelci Walkden,Drinking Coco,USA,07-Feb-24,5631.75,470,Delivered
Beverie Moffet,Eclairs,New Zealand,07-Feb-24,6574.5,299,Delivered
Andria Kimpton,Organic Choco Syrup,USA,08-Feb-24,6340.5,289,Delivered
Husein Augar,99% Dark & Pure,Australia,08-Feb-24,6621.75,288,Delivered
Madelene Upcott,Peanut Butter Cubes,New Zealand,08-Feb-24,6986.25,318,Delivered
Rafaelita Blaksland,Peanut Butter Cubes,Australia,08-Feb-24,8658,413,Delivered
Brien Boise,Mint Chip Choco,UK,08-Feb-24,1651.5,166,Delivered
Kelci Walkden,Choco Coated Almonds,Canada,09-Feb-24,4000.5,308,Delivered
Dotty Strutley,Smooth Silky Salty,UK,09-Feb-24,8349.75,760,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,09-Feb-24,5733,522,Delivered
Jehu Rudeforth,99% Dark & Pure,UK,09-Feb-24,1908,101,Delivered
Dotty Strutley,Baker's Choco Chips,India,12-Feb-24,3532.5,197,Delivered
Kaine Padly,85% Dark Bars,New Zealand,12-Feb-24,3399.75,131,Delivered
Gigi Bohling,99% Dark & Pure,USA,12-Feb-24,11245.5,536,Delivered
Dotty Strutley,Drinking Coco,Australia,12-Feb-24,6142.5,768,Delivered
Kelci Walkden,99% Dark & Pure,USA,12-Feb-24,3782.25,181,Delivered
Husein Augar,Peanut Butter Cubes,India,12-Feb-24,7112.25,310,Delivered
Marney O'Breen,70% Dark Bites,USA,12-Feb-24,4077,204,Delivered
Dotty Strutley,Mint Chip Choco,India,12-Feb-24,117,13,Delivered
Roddy Speechley,Caramel Stuffed Bars,UK,12-Feb-24,3606.75,164,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,12-Feb-24,7501.5,313,Delivered
Gunar Cockshoot,Choco Coated Almonds,India,12-Feb-24,3953.25,264,Delivered
Karlen McCaffrey,Eclairs,Canada,12-Feb-24,8880.75,387,Delivered
Kaine Padly,Caramel Stuffed Bars,UK,12-Feb-24,3825,183,Delivered
Beverie Moffet,Baker's Choco Chips,India,12-Feb-24,4187.25,247,Delivered
Brien Boise,Baker's Choco Chips,UK,12-Feb-24,6921,462,Delivered
Wilone O'Kielt,Peanut Butter Cubes,USA,13-Feb-24,6527.25,297,Delivered
Rafaelita Blaksland,Peanut Butter Cubes,UK,13-Feb-24,7731,387,Delivered
Jehu Rudeforth,Milk Bars,New Zealand,13-Feb-24,868.5,42,Delivered
Madelene Upcott,Mint Chip Choco,UK,14-Feb-24,4767.75,477,Delivered
Karlen McCaffrey,Peanut Butter Cubes,India,14-Feb-24,8907.75,388,Delivered
Dotty Strutley,Spicy Special Slims,India,14-Feb-24,9841.5,518,Delivered
Barr Faughny,Manuka Honey Choco,UK,14-Feb-24,4412.25,233,Delivered
Husein Augar,Orange Choco,India,14-Feb-24,6396.75,640,Delivered
Karlen McCaffrey,After Nines,USA,15-Feb-24,2571.75,172,Delivered
Jan Morforth,Manuka Honey Choco,New Zealand,15-Feb-24,10696.5,487,Delivered
Roddy Speechley,Almond Choco,USA,15-Feb-24,12642.75,1581,Delivered
Roddy Speechley,Peanut Butter Cubes,New Zealand,15-Feb-24,7591.5,380,Delivered
Husein Augar,Manuka Honey Choco,UK,15-Feb-24,11065.5,615,Delivered
Gunar Cockshoot,50% Dark Bites,USA,15-Feb-24,3177,187,Delivered
Barr Faughny,Eclairs,Canada,16-Feb-24,3543.75,178,Delivered
Jan Morforth,Spicy Special Slims,UK,16-Feb-24,7866,437,Delivered
Jehu Rudeforth,Orange Choco,UK,16-Feb-24,9153,1308,Delivered
Jan Morforth,85% Dark Bars,UK,16-Feb-24,162,8,Delivered
Jan Morforth,Fruit & Nut Bars,UK,16-Feb-24,7902,293,Delivered
Madelene Upcott,After Nines,India,16-Feb-24,3487.5,250,Delivered
Wilone O'Kielt,Mint Chip Choco,USA,16-Feb-24,951.75,68,Delivered
Kelci Walkden,85% Dark Bars,India,19-Feb-24,4749.75,198,Delivered
Gunar Cockshoot,Smooth Silky Salty,UK,19-Feb-24,8433,767,Delivered
Jehu Rudeforth,85% Dark Bars,India,19-Feb-24,1993.5,80,Delivered
Husein Augar,Spicy Special Slims,UK,19-Feb-24,222.75,12,Delivered
Karlen McCaffrey,70% Dark Bites,India,20-Feb-24,6464.25,405,Delivered
Madelene Upcott,Drinking Coco,Canada,20-Feb-24,4108.5,374,Delivered
Roddy Speechley,Drinking Coco,India,20-Feb-24,5478.75,457,Delivered
Camilla Castle,Almond Choco,UK,20-Feb-24,4594.5,383,Delivered
Kaine Padly,Eclairs,India,20-Feb-24,3712.5,162,Delivered
Madelene Upcott,Organic Choco Syrup,India,20-Feb-24,1116,54,Delivered
Roddy Speechley,99% Dark & Pure,USA,20-Feb-24,12656.25,576,Delivered
Husein Augar,Raspberry Choco,Canada,20-Feb-24,2853,408,Delivered
Brien Boise,Baker's Choco Chips,UK,20-Feb-24,9920.25,523,Delivered
Gunar Cockshoot,Orange Choco,India,20-Feb-24,2457,224,Delivered
Barr Faughny,Almond Choco,New Zealand,20-Feb-24,2603.25,237,Delivered
Andria Kimpton,Spicy Special Slims,USA,20-Feb-24,2758.5,138,Delivered
Husein Augar,99% Dark & Pure,USA,20-Feb-24,11358,517,Delivered
Gigi Bohling,50% Dark Bites,New Zealand,20-Feb-24,150.75,8,Delivered
Karlen McCaffrey,Peanut Butter Cubes,India,20-Feb-24,8532,388,Delivered
Jehu Rudeforth,Choco Coated Almonds,India,20-Feb-24,5712.75,409,Delivered
Curtice Advani,Orange Choco,India,20-Feb-24,895.5,112,Delivered
Oby Sorrel,Spicy Special Slims,New Zealand,21-Feb-24,1732.5,87,Delivered
Andria Kimpton,Spicy Special Slims,UK,21-Feb-24,2497.5,139,Delivered
Roddy Speechley,Fruit & Nut Bars,Australia,21-Feb-24,12633.75,468,Delivered
Andria Kimpton,Eclairs,USA,21-Feb-24,5969.25,332,Delivered
Ches Bonnell,Peanut Butter Cubes,UK,21-Feb-24,5310,231,Delivered
Ches Bonnell,Organic Choco Syrup,USA,21-Feb-24,3719.25,170,Delivered
Van Tuxwell,99% Dark & Pure,USA,21-Feb-24,12111.75,505,Delivered
Gunar Cockshoot,50% Dark Bites,New Zealand,21-Feb-24,225,12,Delivered
Gunar Cockshoot,Drinking Coco,Canada,21-Feb-24,5118.75,569,Delivered
Roddy Speechley,99% Dark & Pure,UK,21-Feb-24,13774.5,725,Delivered
Kaine Padly,85% Dark Bars,USA,21-Feb-24,4848.75,231,Delivered
Wilone O'Kielt,Eclairs,India,21-Feb-24,1451.25,66,Delivered
Barr Faughny,Choco Coated Almonds,UK,22-Feb-24,2099.25,140,Delivered
Gigi Bohling,White Choc,USA,22-Feb-24,5472,261,Cancelled
Karlen McCaffrey,Choco Coated Almonds,USA,22-Feb-24,1932.75,149,Delivered
Brien Boise,Fruit & Nut Bars,UK,22-Feb-24,9481.5,413,Delivered
Brien Boise,Raspberry Choco,USA,22-Feb-24,5454,546,Cancelled
Gigi Bohling,White Choc,UK,22-Feb-24,4947.75,248,Delivered
Roddy Speechley,Eclairs,USA,22-Feb-24,4135.5,197,Delivered
Roddy Speechley,50% Dark Bites,India,22-Feb-24,10872,544,Delivered
Madelene Upcott,70% Dark Bites,India,23-Feb-24,12861,644,Delivered
Van Tuxwell,85% Dark Bars,New Zealand,23-Feb-24,8291.25,395,Delivered
Andria Kimpton,99% Dark & Pure,UK,23-Feb-24,6117.75,306,Delivered
Wilone O'Kielt,Spicy Special Slims,New Zealand,23-Feb-24,6210,327,Delivered
Dotty Strutley,85% Dark Bars,UK,23-Feb-24,2643.75,121,Delivered
Jehu Rudeforth,Peanut Butter Cubes,New Zealand,23-Feb-24,5463,238,Delivered
Kelci Walkden,Orange Choco,USA,23-Feb-24,11497.5,1278,Delivered
Van Tuxwell,50% Dark Bites,India,23-Feb-24,3755.25,179,Delivered
Jehu Rudeforth,Eclairs,New Zealand,23-Feb-24,8635.5,412,Delivered
Gunar Cockshoot,Baker's Choco Chips,Canada,23-Feb-24,4176,246,Delivered
Wilone O'Kielt,Milk Bars,USA,23-Feb-24,11421,602,Delivered
Madelene Upcott,Mint Chip Choco,India,23-Feb-24,234,26,Delivered
Ches Bonnell,Mint Chip Choco,Canada,23-Feb-24,947.25,95,Delivered
Van Tuxwell,Fruit & Nut Bars,USA,23-Feb-24,7607.25,272,Delivered
Van Tuxwell,Almond Choco,Australia,23-Feb-24,1334.25,112,Delivered
Dotty Strutley,Manuka Honey Choco,India,23-Feb-24,7746.75,353,Delivered
Jehu Rudeforth,Fruit & Nut Bars,UK,23-Feb-24,7051.5,283,Cancelled
Ches Bonnell,Mint Chip Choco,USA,23-Feb-24,3021.75,275,Delivered
Ches Bonnell,Choco Coated Almonds,Canada,26-Feb-24,272.25,23,Delivered
Madelene Upcott,Spicy Special Slims,Canada,26-Feb-24,6027.75,335,Delivered
Madelene Upcott,Orange Choco,UK,26-Feb-24,1446.75,207,Delivered
Gunar Cockshoot,Baker's Choco Chips,USA,26-Feb-24,5616,351,Delivered
Gunar Cockshoot,Drinking Coco,USA,26-Feb-24,4315.5,360,Delivered
Brien Boise,Mint Chip Choco,USA,26-Feb-24,670.5,48,Delivered
Gigi Bohling,Mint Chip Choco,UK,26-Feb-24,3978,362,Delivered
Madelene Upcott,Eclairs,USA,26-Feb-24,3323.25,152,Delivered
Ches Bonnell,Raspberry Choco,India,26-Feb-24,10894.5,1090,Delivered
Wilone O'Kielt,70% Dark Bites,UK,26-Feb-24,2709,170,Delivered
Kelci Walkden,Spicy Special Slims,USA,26-Feb-24,724.5,43,Delivered
Kelci Walkden,70% Dark Bites,Canada,26-Feb-24,8761.5,516,Delivered
Roddy Speechley,Mint Chip Choco,UK,26-Feb-24,4533.75,349,Delivered
Karlen McCaffrey,70% Dark Bites,UK,26-Feb-24,1827,97,Delivered
Madelene Upcott,Organic Choco Syrup,New Zealand,26-Feb-24,8169.75,430,Delivered
Andria Kimpton,85% Dark Bars,UK,26-Feb-24,7886.25,359,Delivered
Husein Augar,85% Dark Bars,Australia,26-Feb-24,1489.5,68,Cancelled
Dotty Strutley,Baker's Choco Chips,UK,26-Feb-24,1046.25,53,Delivered
Brien Boise,Spicy Special Slims,UK,27-Feb-24,6716.25,396,Delivered
